Customer ID,Gender,Age,Subscription Plan,Contract Type,Payment Method,Monthly Fee,Total Spent,Churn
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Female,28,Basic,Quarterly,Bank Transfer,44.13,44.13,No
8181a8cc-3691-47eb-89a2-688b12c136e0,Female,46,Premium,Monthly,Credit Card,28.15,84.45,Yes
5958a499-eeea-463e-a1e8-ac6843e42caf,Male,36,Premium,Quarterly,Debit Card,91.71,1192.23,No
3e896c64-e117-4ac3-919c-4ea3e1805081,Female,57,Premium,Quarterly,Bank Transfer,51.64,309.84,No
702cdd20-2862-48b8-88f4-ef125e9953d2,Male,32,Basic,Monthly,Credit Card,90.96,2092.08,No
4d71c366-b41b-4143-8b10-550cd5704f32,Male,57,Premium,Yearly,PayPal,48.84,146.52,No
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Female,59,Premium,Yearly,Credit Card,54.59,382.13,No
aaf91531-0200-41f0-8768-a84fa76afde6,Male,55,Basic,Monthly,Credit Card,32.36,744.28,Yes
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Female,39,Standard,Quarterly,Credit Card,88.91,88.91,Yes
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Male,48,Premium,Monthly,Bank Transfer,64.36,965.4,No
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Male,46,Premium,Monthly,Debit Card,11.1,210.9,No
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,Female,43,Premium,Yearly,Credit Card,84.41,844.1,No
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Female,25,Premium,Yearly,Debit Card,95.26,1143.12,No
afffcfd2-341e-440b-97c7-00aab7b56ea7,Female,35,Basic,Monthly,PayPal,75.35,828.85,No
81627cf1-4394-42e6-9a58-7e8aa25d6b29,Female,65,Basic,Monthly,Bank Transfer,68.62,1166.54,No
e87d1c78-e7c4-41c7-8049-7b717d106c60,Female,26,Standard,Yearly,Credit Card,19.38,174.42,No
a2607723-17a0-4f49-8d01-280fd89a40c0,Male,18,Standard,Monthly,Credit Card,24.9,99.6,Yes
0b49452d-46d4-43f3-9450-281c6c6f7633,Male,18,Premium,Quarterly,PayPal,30.47,457.05,No
217d65a0-c568-41cd-9563-f61600e85ece,Male,26,Standard,Monthly,Credit Card,64.33,192.99,No
295d6fbf-430f-401d-bad4-09e2a319dcb4,Male,43,Premium,Quarterly,Debit Card,51.91,103.82,No
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Female,60,Premium,Yearly,PayPal,32.34,226.38,Yes
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,Male,41,Basic,Monthly,Credit Card,62.25,1369.5,Yes
b0e6a969-e213-42b0-b1ee-dba313432e61,Female,38,Basic,Yearly,Credit Card,96.5,1640.5,No
093923de-8bab-4e3b-a628-6bfbe767dcea,Female,45,Premium,Monthly,Bank Transfer,55.2,55.2,No
8d7248e2-951f-48d0-9e84-f058d5a804eb,Female,40,Premium,Yearly,Bank Transfer,90.82,1543.94,Yes
0ab54bde-20a0-4502-ae06-809725e97977,Female,33,Premium,Quarterly,Credit Card,79.8,1197,No
eededb07-e623-4689-9d59-cd2a4eea04e7,Female,45,Basic,Quarterly,Debit Card,60.37,241.48,Yes
0a368ce7-dc57-4131-b8e1-daa7cbceabde,Male,56,Premium,Quarterly,Debit Card,90.77,181.54,No
ae9bec36-35c7-436c-9b99-62c6e61fecc0,Male,45,Standard,Yearly,Credit Card,46.72,1074.56,Yes
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Male,25,Standard,Monthly,PayPal,61.25,1163.75,No
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,Male,25,Standard,Yearly,Bank Transfer,98.99,1385.86,No
bfddc3d9-9ee3-4c2a-b94d-62046808593f,Female,69,Basic,Quarterly,Credit Card,46.58,1071.34,No
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Male,27,Premium,Monthly,PayPal,86.33,1381.28,Yes
ccc56569-f9e8-4369-a999-b735dd56cc94,Female,46,Standard,Quarterly,Credit Card,83.57,1671.4,No
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,Male,19,Premium,Yearly,PayPal,34.13,170.65,No
ecab3301-bc8f-4d29-adea-94930658663a,Female,47,Basic,Quarterly,Credit Card,36.5,730,No
696608aa-ee49-4329-884a-7b28550a1b46,Female,41,Basic,Quarterly,Debit Card,53.87,754.18,No
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,Female,34,Standard,Yearly,Credit Card,34.18,273.44,No
28c13091-444d-410b-bf87-e362cf8d446a,Male,56,Basic,Quarterly,Debit Card,85.14,340.56,Yes
61ee411a-1bac-47a7-b386-f7a4c991603f,Male,62,Standard,Yearly,Credit Card,11.66,209.88,No
787f2425-dbcc-4477-89e9-db0adf465290,Female,53,Basic,Quarterly,Debit Card,59.88,359.28,No
eb1fa9f2-d10b-41d0-b317-347038f16a81,Male,59,Standard,Monthly,PayPal,91,546,No
d20eac17-4e20-4d1a-9983-36e375d66ed4,Female,29,Basic,Monthly,Credit Card,25.78,335.14,No
39118497-3a43-42ba-9f0f-06cbcb9bc326,Male,45,Standard,Quarterly,Debit Card,14.23,313.06,No
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Male,53,Premium,Quarterly,Credit Card,45.04,360.32,No
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Female,66,Premium,Yearly,Bank Transfer,60.98,121.96,No
59e4b671-4774-4c58-85f8-bc16f7860b50,Female,39,Basic,Monthly,Debit Card,12.81,256.2,Yes
adf4e62d-6651-429e-8268-690ba43825b5,Female,60,Basic,Quarterly,PayPal,63.72,127.44,No
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Female,26,Basic,Monthly,Credit Card,54.59,600.49,No
e08596db-1d87-4966-8710-d430f071d879,Male,56,Premium,Yearly,Debit Card,81.95,983.4,No
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Female,51,Premium,Monthly,Bank Transfer,82.67,1405.39,Yes
09cb3942-43f5-4a85-bbc9-f87af668a617,Female,66,Premium,Quarterly,Bank Transfer,88.57,708.56,No
587ef344-6f3f-420c-98b8-e4cc1bc044fc,Male,40,Basic,Quarterly,Bank Transfer,86.43,1555.74,No
6fb78271-504d-481f-8953-5b63ba81edd9,Male,43,Basic,Monthly,Debit Card,13.55,135.5,No
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Male,40,Standard,Monthly,Debit Card,92.39,1293.46,Yes
30a900ad-939b-462d-a645-f129629c2ae3,Male,26,Premium,Quarterly,PayPal,94.98,1709.64,No
6fa17735-b572-43d0-8b5c-ea6a41357e8c,Female,56,Premium,Quarterly,PayPal,84.6,1438.2,No
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Female,52,Basic,Quarterly,PayPal,72.67,581.36,No
f0b5156b-b82c-4074-afd5-dea589d7fd6c,Male,61,Premium,Yearly,Bank Transfer,58.55,1288.1,No
3270e4fa-abae-4f43-bcae-8081bdf070aa,Female,50,Basic,Quarterly,Bank Transfer,30.97,712.31,No
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Female,47,Premium,Yearly,Credit Card,57.6,172.8,Yes
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Female,69,Basic,Quarterly,Credit Card,46.17,969.57,No
1fe771d6-d917-4793-a9d3-c2e6505cc686,Female,61,Premium,Monthly,Debit Card,18.25,127.75,No
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Male,47,Basic,Yearly,Credit Card,41.92,754.56,Yes
5380b904-688c-4015-aab9-7e494f2d4796,Female,54,Basic,Monthly,Credit Card,98.9,890.1,Yes
8dedf9fb-4bb0-4f20-b27c-40266703b636,Male,41,Premium,Quarterly,Credit Card,80.77,888.47,No
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Male,63,Premium,Quarterly,Credit Card,99.03,693.21,No
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Male,25,Basic,Yearly,Debit Card,64.7,841.1,Yes
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Male,51,Basic,Quarterly,Credit Card,26.78,80.34,No
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,Male,22,Standard,Yearly,PayPal,89.54,268.62,No
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Male,59,Premium,Quarterly,Debit Card,72.64,217.92,No
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,Female,30,Basic,Yearly,Credit Card,63.36,887.04,No
7118e364-7709-4749-927e-ecfaa79ac9aa,Male,58,Premium,Yearly,Bank Transfer,52.9,158.7,No
82dc4c8e-36b5-429a-acf5-e81e71316269,Female,59,Basic,Yearly,Bank Transfer,93.84,1032.24,Yes
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Female,32,Standard,Yearly,Credit Card,14.39,259.02,Yes
a8aa7158-2b70-4525-bc67-f831cbc84759,Female,65,Basic,Monthly,Credit Card,86.61,692.88,No
a9f25336-83f4-49a9-88a6-39d015b52908,Female,46,Premium,Quarterly,PayPal,41.3,82.6,No
17e8392a-55ce-45db-9e87-e04ca2086977,Male,62,Basic,Quarterly,Bank Transfer,81.77,654.16,Yes
3c20592f-c04a-46c4-b3b6-3fe1d1843324,Male,65,Basic,Monthly,PayPal,31.48,661.08,No
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Male,44,Standard,Yearly,Credit Card,89.28,1696.32,No
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Female,27,Premium,Monthly,Debit Card,91.78,1652.04,No
9c7c7377-79a2-4903-bbe3-3b243eae0032,Female,30,Basic,Yearly,Debit Card,35.83,501.62,No
74962764-12a4-4ef0-84bb-b7a9d98868dd,Male,34,Premium,Quarterly,Bank Transfer,10.82,140.66,No
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Female,36,Standard,Yearly,Debit Card,48.9,97.8,No
624c69b6-b244-45a7-b7e5-848131c681ec,Female,32,Standard,Monthly,Credit Card,80.99,1619.8,No
25c73c44-3e75-43b4-a64f-a6637e8f8095,Female,21,Premium,Monthly,Bank Transfer,16.06,160.6,No
e4855aa1-016b-4287-b008-05cca7f36ae9,Female,43,Premium,Quarterly,Debit Card,99.11,1486.65,No
e2add909-c521-4f2d-9c45-d539c03f3538,Female,52,Basic,Yearly,Credit Card,11.99,71.94,No
3805f907-6cd6-4193-8746-8f591b494e15,Female,68,Premium,Quarterly,PayPal,50.13,701.82,No
b227462c-f53d-4330-8dda-24ba2d06e8cf,Female,34,Premium,Monthly,Credit Card,24.73,568.79,No
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Male,69,Standard,Yearly,Debit Card,30.7,337.7,Yes
1f115b76-d92c-4227-aadf-50853fcb7546,Male,61,Basic,Monthly,PayPal,47.78,955.6,No
76f2dbfe-cd29-436f-a222-82e174daaebf,Male,22,Premium,Yearly,Credit Card,38.87,233.22,Yes
8f15ba58-fce6-4504-87f8-424daae65fc1,Male,52,Basic,Monthly,Bank Transfer,43.17,647.55,No
c1581092-f335-4ba3-913a-7052986f9025,Male,25,Standard,Monthly,Credit Card,18.2,145.6,No
d0a44432-9cd6-4852-b14c-7df4e4347d51,Female,67,Premium,Yearly,Credit Card,21.81,458.01,No
6d3ee1dc-8139-4443-a45b-712eb8225688,Female,20,Standard,Yearly,Credit Card,10.11,70.77,Yes
722764e6-8c41-461b-a827-a1b9d4a02e53,Female,37,Basic,Quarterly,Bank Transfer,54.24,1193.28,No
dc8aee30-be60-43f7-a8be-9288e5af6e39,Male,19,Premium,Monthly,Credit Card,11.05,198.9,No
c074718e-425a-409f-b337-c59979844388,Female,63,Premium,Yearly,Debit Card,36.25,471.25,No
46fde062-a33d-47af-9701-410d3f4b1a70,Female,55,Basic,Yearly,Debit Card,77.42,696.78,Yes
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Male,63,Premium,Quarterly,Debit Card,28.93,28.93,No
709b7d97-464c-44af-bd3f-3799a07295e9,Female,67,Basic,Quarterly,Credit Card,17.91,232.83,Yes
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Male,69,Standard,Quarterly,PayPal,21.94,153.58,Yes
e49d681d-51d8-4c64-95fa-1ab8458f1f19,Female,67,Premium,Quarterly,Debit Card,25.07,426.19,No
269cd696-236c-4b87-94a0-bccb8a476a87,Male,20,Premium,Quarterly,Credit Card,94.26,659.82,No
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Male,67,Standard,Quarterly,Bank Transfer,40.55,283.85,No
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,Female,21,Standard,Quarterly,Debit Card,50.71,152.13,Yes
7746d0ba-8ae8-405b-94b4-a48268586eba,Female,59,Standard,Yearly,Debit Card,15.43,354.89,No
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Male,62,Premium,Quarterly,PayPal,97.83,391.32,No
